id,is_leaf,local_display_name,parent_id
603751,True,Running Shoes,834696
603755,True,Tennis Shoes,834696
603758,True,Badminton Shoes,834696
603760,True,Football Boots,834696
603818,True,Fishing,835592
603856,True,Hiking Shoes,834696
603872,True,Protective Gear,834824
603917,True,Camping Kitchenware,835464
603952,True,Hammocks,835464
603970,True,Camping Lighting,835464
604054,True,Sleeping Bags & Bedding,835464
604059,True,Compasses,835464
604065,True,Binoculars & Telescopes,835464
604390,True,Doll Accessories,859656
604468,True,Sofas,871048
604497,True,Shelves & Racks,871048
605201,True,Decoration,930184
605213,True,Stowing & Tidying,930184
605215,True,Mounts & Holders,930184
605219,True,Anti-Slip Mats,930184
605242,True,Sunshades,930056
605251,True,Men's Watches,905480
605254,True,Women's Watches,905480
605257,True,Couple Watches,905480
605268,True,Earrings,905608
605271,True,Headbands,905864
605272,True,Anklets,905608
605273,True,Rings,905608
605274,True,Bracelets & Bangles,905608
605280,True,Necklaces,905608
605281,True,Collar Clips & Brooches,905224
605289,True,Fashion Accessory Sets,905224
605302,True,Frames & Glasses,905352
605304,True,Sunglasses,905352
700652,True,Quilts,808328
700653,True,Pillows & Bed Wedges,808328
700654,True,"Decorative Flowers, Plants & Fruit",852104
700655,True,Vase & Fillers,852104
700661,True,"Pad, Cushions and Covers",809992
700662,True,Heat Patches,981128
700665,True,Dust Covers,852232
700684,True,Car Mats,930184
700694,True,Bodysuits & One-pieces,877320
700699,True,Stuffed Toys,859656
700700,True,Model & Toy Vehicles,860296
700704,True,Baby Bottles & Accessories,877832
700705,True,Strollers and Bassinet Strollers,877576
700706,True,Baby Chairs,878216
700707,True,Baby Utensils,877832
700710,True,Maternity Underwear,880008
700718,True,Maternity Clothing & Accessories,880008
700740,True,Indoor Recreation,835592
700741,True,Fencing,835592
700779,True,Skiing,835208
700781,True,Diving,835080
700782,True,Tents & Accessories,835464
700785,True,Manual Massage Tools,849160
700789,True,Heatless Styling Tools,848904
700790,True,Manicure & Pedicure Tools,849032
700791,True,Razors,849288
700795,True,Watch Accessories,905480
800904,True,ppe_test_leaf_2,801416
801040,True,Electric Spin Scrubbers,844808
801168,True,Hand Riveters,871688
801424,True,Specialty Garden Tools,871944
801552,True,Metal Detectors,871944
801672,True,line_test_leat,801416
801808,True,Snow Removal Tools,871944
801936,True,Gardening Tool Accessories,871944
802064,True,Multitools & Accessories,871688
802192,True,Cutting Tools,871688
802320,True,Masonry & Tiling Tools,871688
802440,True,Costumes & Accessories,802312
802448,True,Specialty Hand Tools,871688
802568,True,Underwear,802312
802576,True,Patio Heaters & Fire Pits,873352
802696,True,Nightwear,802312
802704,True,"Pools, Hot Tubs & Supplies",873352
802832,True,Wallpaper Tools,872968
802952,True,Tops,802312
803080,True,Coats & Jackets,802312
803208,True,Bottoms,802312
803216,True,Onesies,843016
803336,True,Suits & Sets,802312
803344,True,Onesies,840584
803464,True,Socks,802312
803720,True,Costumes & Accessories,803592
803728,True,Smart Glasses,909576
803848,True,Underwear,803592
803856,True,USB Vacuums,978952
803976,True,Nightwear,803592
803984,True,Niqab,601304
804104,True,Kids' Swimwear,834568
804232,True,Tops,803592
804240,True,Shoe & Boot Toe Guards,900744
804360,True,Coats & Jackets,803592
804368,True,Shoe Decoration Charms,900744
804488,True,Bottoms,803592
804496,True,Work & Safety Footwear,900616
804616,True,Suits & Sets,803592
804624,True,Work & Safety Footwear,900488
804744,True,Dresses,803592
804752,True,Mary Jane Shoes,900488
804872,True,Skirts,803592
804880,True,Recovery Collars & Support Braces,818184
805000,True,Socks,803592
805136,True,Toilet Training Systems,815624
805256,True,Boots,805128
805384,True,Sandals & Flip Flops,805128
805512,True,Trainers,805128
805640,True,Slippers,805128
805648,True,Menopause Products,849800
805768,True,Formal Shoes,805128
805896,True,Flat Shoes,805128
806152,True,Boots,806024
806160,True,Hair Loss Products,848904
806280,True,Sandals & Flip Flops,806024
806408,True,Trainers,806024
806416,True,Cardboard Cutouts,852104
806536,True,Slippers,806024
806544,True,Music Boxes,852104
806664,True,Flat Shoes,806024
806672,True,Wine Making Equipment,858888
806800,True,Room Dividers,871048
806920,True,Bags & Luggage,806792
806928,True,Makeup Vanities,871048
807048,True,Kids' Hats,806792
807056,True,Coat Racks,871048
807176,True,Eyewear,806792
807184,True,Bedding Accessories,808328
807304,True,Hair Accessories,806792
807432,True,Gloves,806792
807560,True,Belts,806792
807688,True,Kids' Scarves & Shawls,806792
807816,True,Watches,806792
807944,True,Kids' Costume Jewelry & Accessories,806792
808072,True,Earmuffs,806792
808336,True,Power Inverters,808208
808464,True,Solar Panels,808208
808584,True,Bedding Sets,808328
808592,True,Charge Controllers & Accessories,808208
808720,True,Solar Power Systems,808208
808840,True,Duvets,808328
808848,True,Wind Turbines,808208
809096,True,Bedspreads,808328
809352,True,Bed Skirts,808328
809480,True,Mattress Pads & Toppers,808328
809608,True,Duvet Covers,808328
809736,True,Mosquito Nets,808328
809864,True,Kids' Bedding,808328
810256,True,Aquatic Fitness Equipment,835336
810376,True,Sofa Covers,809992
810384,True,Agility Training Equipment,835336
810504,True,Curtains,809992
810512,True,Sports Sleeves & Support,834824
810640,True,Coach & Referee Gear,834824
810768,True,"Trophies, Medals & Awards",834824
810888,True,Towels,851976
810896,True,Hand Chalk,834824
811024,True,Wetsuits,846224
811144,True,Textiles & Fabrics,811016
811152,True,Sport Rainwear,834568
811280,True,Sport Thermal Underwear,834568
811528,True,Sewing Accessories & Notions,811016
811536,True,Human Hair T Part Lace Wigs,810128
811656,True,Sewing Machines,811016
811664,True,Human Hair Full Lace Wigs,810128
811784,True,Thread,811016
811792,True,Human Hair 360 Lace Wigs,810128
811912,True,Needles,811016
811920,True,Human Hair Lace Front Wigs,810128
812048,True,Human Hair Lace Closure Wigs,810128
812176,True,Human Hair Custom Lace Wigs,810128
812296,True,Dog Food,812168
812304,True,Human Hair Full Machine Wigs,810128
812424,True,Dog Treats,812168
812432,True,Human Hair Extensions & Pieces,810128
812552,True,Cat Food,812168
812560,True,Synthetic Braided Lace Wigs,810128
812680,True,Cat Treats,812168
812688,True,Synthetic Full Machine Wigs,810128
812816,True,Synthetic Lace Front Wigs,810128
